phase,algorithm,params,max_speed,completion_rate,num_completed,num_maps,avg_lap_time,per_map
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.6, 'threshold_at_v_max': 2.3}",7.0,0.524,11,21,56.477,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'IMS': (True, '41.83'), 'BrandsHatch': (True, '55.26'), 'Budapest': (True, '65.70'), 'Hockenheim': (True, '58.55'), 'Catalunya': (True, '67.30'), 'Oschersleben': (True, '44.36'), 'YasMarina': (False, '0.00'), 'Melbourne': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'SaoPaulo': (True, '56.87'), 'Nuerburgring': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Sochi': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'Spa': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sepang': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Sakhir': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.6, 'threshold_at_v_max': 2.5}",7.0,0.524,11,21,56.478,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Hockenheim': (True, '58.55'), 'BrandsHatch': (True, '55.26'), 'IMS': (True, '41.83'), 'Catalunya': (True, '67.30'), 'Budapest': (True, '65.70'), 'MoscowRaceway': (True, '56.16'), 'Oschersleben': (True, '44.37'), 'YasMarina': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'MexicoCity': (True, '58.17'), 'Sepang': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Spielberg': (True, '53.52'), 'Spa': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 1.2}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Hockenheim': (True, '58.55'), 'Oschersleben': (False, '0.00'), 'Budapest': (True, '65.70'), 'IMS': (True, '41.83'), 'Catalunya': (True, '67.30'), 'MexicoCity': (True, '58.17'), 'MoscowRaceway': (True, '56.16'), 'YasMarina': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sakhir': (False, '0.00'), 'Spa': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Sepang': (False, '0.00'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Silverstone': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 1.3}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'IMS': (True, '41.83'), 'Monza': (False, '0.00'), 'Hockenheim': (True, '58.55'), 'Oschersleben': (False, '0.00'), 'Budapest': (True, '65.70'), 'Catalunya': (True, '67.30'), 'MoscowRaceway': (True, '56.16'), 'BrandsHatch': (True, '55.26'), 'MexicoCity': (True, '58.17'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sochi': (False, '0.00'), 'Spa': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Silverstone': (False, '0.00'), 'Zandvoort': (True, '63.53')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 1.4}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'IMS': (True, '41.83'), 'Oschersleben': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Hockenheim': (True, '58.55'), 'Catalunya': (True, '67.30'), 'MexicoCity': (True, '58.17'), 'Melbourne': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'YasMarina': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Nuerburgring': (False, '0.00'), 'Budapest': (True, '65.70'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Spa': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Zandvoort': (True, '63.53')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 1.5}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Hockenheim': (True, '58.55'), 'Budapest': (True, '65.70'), 'MoscowRaceway': (True, '56.16'), 'MexicoCity': (True, '58.17'), 'YasMarina': (False, '0.00'), 'IMS': (True, '41.83'), 'Melbourne': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Silverstone': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sepang': (False, '0.00'), 'Catalunya': (True, '67.30'), 'Spielberg': (True, '53.52'), 'Spa': (False, '0.00'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.53')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 1.6}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Budapest': (True, '65.70'), 'Oschersleben': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'Catalunya': (True, '67.30'), 'MoscowRaceway': (True, '56.16'), 'Melbourne': (False, '0.00'), 'Hockenheim': (True, '58.55'), 'IMS': (True, '41.83'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sepang': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Sakhir': (False, '0.00'), 'Spa': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Sochi': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 1.7}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'IMS': (True, '41.83'), 'Monza': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'Budapest': (True, '65.70'), 'Hockenheim': (True, '58.55'), 'Catalunya': (True, '67.30'), 'Melbourne': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'BrandsHatch': (True, '55.26'), 'MoscowRaceway': (True, '56.16'), 'SaoPaulo': (True, '56.87'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Sochi': (False, '0.00'), 'Sepang': (False, '0.00'), 'Spa': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Silverstone': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Sakhir': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 1.8}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Oschersleben': (False, '0.00'), 'IMS': (True, '41.83'), 'Hockenheim': (True, '58.55'), 'Budapest': (True, '65.70'), 'MoscowRaceway': (True, '56.16'), 'YasMarina': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sakhir': (False, '0.00'), 'Sochi': (False, '0.00'), 'Spa': (False, '0.00'), 'Catalunya': (True, '67.30'), 'Spielberg': (True, '53.52'), 'Silverstone': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Sepang': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 1.9}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'IMS': (True, '41.83'), 'Oschersleben': (False, '0.00'), 'Hockenheim': (True, '58.55'), 'Budapest': (True, '65.70'), 'BrandsHatch': (True, '55.26'), 'Catalunya': (True, '67.30'), 'MoscowRaceway': (True, '56.16'), 'YasMarina': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sakhir': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Silverstone': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'Sochi': (False, '0.00'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Sepang': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 2.0}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Monza': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'IMS': (True, '41.83'), 'Hockenheim': (True, '58.55'), 'Catalunya': (True, '67.30'), 'Budapest': (True, '65.70'), 'MexicoCity': (True, '58.17'), 'YasMarina': (False, '0.00'), 'Melbourne': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'SaoPaulo': (True, '56.87'), 'Nuerburgring': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sepang': (False, '0.00'), 'Sochi': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Zandvoort': (True, '63.53'), 'Spa': (False, '0.00'), 'Sakhir': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 2.1}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Monza': (False, '0.00'), 'Budapest': (True, '65.70'), 'Hockenheim': (True, '58.55'), 'Catalunya': (True, '67.30'), 'IMS': (True, '41.83'), 'MexicoCity': (True, '58.17'), 'YasMarina': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'Melbourne': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'SaoPaulo': (True, '56.87'), 'Sakhir': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Sepang': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Spielberg': (True, '53.52')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 2.2}",7.0,0.524,11,21,56.478,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Budapest': (True, '65.70'), 'Catalunya': (True, '67.30'), 'IMS': (True, '41.83'), 'BrandsHatch': (True, '55.26'), 'Hockenheim': (True, '58.55'), 'Oschersleben': (True, '44.38'), 'MexicoCity': (True, '58.17'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sakhir': (False, '0.00'), 'Sochi': (False, '0.00'), 'Sepang': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Silverstone': (False, '0.00'), 'Spielberg': (True, '53.52')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 2.3}",7.0,0.524,11,21,56.492,"{'Austin': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Monza': (False, '0.00'), 'IMS': (True, '41.83'), 'Hockenheim': (True, '58.55'), 'Budapest': (True, '65.70'), 'Catalunya': (True, '67.30'), 'MoscowRaceway': (True, '56.16'), 'Melbourne': (False, '0.00'), 'Oschersleben': (True, '44.53'), 'YasMarina': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'SaoPaulo': (True, '56.87'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Sepang': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Sakhir': (False, '0.00'), 'Spa': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 2.3}",7.0,0.524,11,21,56.492,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'IMS': (True, '41.83'), 'Budapest': (True, '65.70'), 'Hockenheim': (True, '58.55'), 'Catalunya': (True, '67.30'), 'MoscowRaceway': (True, '56.16'), 'MexicoCity': (True, '58.17'), 'Oschersleben': (True, '44.53'), 'YasMarina': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Sakhir': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Nuerburgring': (False, '0.00'), 'Sepang': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Silverstone': (False, '0.00'), 'Spa': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.7, 'threshold_at_v_max': 2.5}",7.0,0.524,11,21,56.467,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'IMS': (True, '41.83'), 'Budapest': (True, '65.70'), 'Catalunya': (True, '67.30'), 'Hockenheim': (True, '58.55'), 'Oschersleben': (True, '44.25'), 'MexicoCity': (True, '58.17'), 'MoscowRaceway': (True, '56.16'), 'Melbourne': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sakhir': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Sepang': (False, '0.00'), 'Sochi': (False, '0.00'), 'Silverstone': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 1.2}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Monza': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'Catalunya': (True, '67.30'), 'Hockenheim': (True, '58.55'), 'Melbourne': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'IMS': (True, '41.83'), 'MoscowRaceway': (True, '56.16'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Budapest': (True, '65.70'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Spa': (False, '0.00'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.53')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 1.3}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Budapest': (True, '65.70'), 'Hockenheim': (True, '58.55'), 'MexicoCity': (True, '58.17'), 'MoscowRaceway': (True, '56.16'), 'IMS': (True, '41.83'), 'Catalunya': (True, '67.30'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Spa': (False, '0.00'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.53')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 1.4}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'IMS': (True, '41.83'), 'Hockenheim': (True, '58.55'), 'Catalunya': (True, '67.30'), 'MexicoCity': (True, '58.17'), 'Nuerburgring': (False, '0.00'), 'Melbourne': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'MoscowRaceway': (True, '56.16'), 'YasMarina': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sepang': (False, '0.00'), 'Budapest': (True, '65.70'), 'Sakhir': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sochi': (False, '0.00'), 'Spa': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Zandvoort': (True, '63.53')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 1.5}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Budapest': (True, '65.70'), 'Hockenheim': (True, '58.55'), 'Catalunya': (True, '67.30'), 'MoscowRaceway': (True, '56.16'), 'YasMarina': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'IMS': (True, '41.83'), 'SaoPaulo': (True, '56.87'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Sochi': (False, '0.00'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Spa': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Zandvoort': (True, '63.53')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 1.6}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Budapest': (True, '65.70'), 'IMS': (True, '41.83'), 'Oschersleben': (False, '0.00'), 'Hockenheim': (True, '58.55'), 'Catalunya': (True, '67.30'), 'MexicoCity': (True, '58.17'), 'YasMarina': (False, '0.00'), 'Melbourne': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'BrandsHatch': (True, '55.26'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Sochi': (False, '0.00'), 'Silverstone': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 1.7}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'IMS': (True, '41.83'), 'Catalunya': (True, '67.30'), 'BrandsHatch': (True, '55.26'), 'Oschersleben': (False, '0.00'), 'Hockenheim': (True, '58.55'), 'MexicoCity': (True, '58.17'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'Nuerburgring': (False, '0.00'), 'Budapest': (True, '65.70'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Spielberg': (True, '53.52'), 'Spa': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Sochi': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 1.8}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Budapest': (True, '65.70'), 'IMS': (True, '41.83'), 'MoscowRaceway': (True, '56.16'), 'MexicoCity': (True, '58.17'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Hockenheim': (True, '58.55'), 'Silverstone': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Sepang': (False, '0.00'), 'Catalunya': (True, '67.30'), 'Sochi': (False, '0.00'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.53')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 1.9}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'Budapest': (True, '65.70'), 'Catalunya': (True, '67.30'), 'Hockenheim': (True, '58.55'), 'BrandsHatch': (True, '55.26'), 'MexicoCity': (True, '58.17'), 'YasMarina': (False, '0.00'), 'IMS': (True, '41.83'), 'Melbourne': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Spielberg': (True, '53.52')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 2.0}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Budapest': (True, '65.70'), 'IMS': (True, '41.83'), 'MexicoCity': (True, '58.17'), 'Catalunya': (True, '67.30'), 'YasMarina': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Melbourne': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Hockenheim': (True, '58.55'), 'MoscowRaceway': (True, '56.16'), 'Spa': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.53')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 2.1}",7.0,0.524,11,21,56.509,"{'Austin': (False, '0.00'), 'IMS': (True, '41.83'), 'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Catalunya': (True, '67.30'), 'Hockenheim': (True, '58.55'), 'Budapest': (True, '65.70'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'Oschersleben': (True, '44.71'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Sochi': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'Spa': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'SaoPaulo': (True, '56.87'), 'Sepang': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 2.2}",7.0,0.524,11,21,56.521,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'IMS': (True, '41.83'), 'Catalunya': (True, '67.30'), 'Hockenheim': (True, '58.55'), 'Budapest': (True, '65.70'), 'Melbourne': (False, '0.00'), 'Oschersleben': (True, '44.85'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'Silverstone': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Sochi': (False, '0.00'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'SaoPaulo': (True, '56.87')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 2.3}",7.0,0.524,11,21,56.492,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'IMS': (True, '41.83'), 'BrandsHatch': (True, '55.26'), 'Budapest': (True, '65.70'), 'Hockenheim': (True, '58.55'), 'Catalunya': (True, '67.30'), 'MexicoCity': (True, '58.17'), 'YasMarina': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'Oschersleben': (True, '44.53'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Spielberg': (True, '53.52'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Spa': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Sepang': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 2.3}",7.0,0.524,11,21,56.492,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'Budapest': (True, '65.70'), 'IMS': (True, '41.83'), 'Catalunya': (True, '67.30'), 'Hockenheim': (True, '58.55'), 'MoscowRaceway': (True, '56.16'), 'MexicoCity': (True, '58.17'), 'YasMarina': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Sepang': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sakhir': (False, '0.00'), 'Oschersleben': (True, '44.53'), 'Silverstone': (False, '0.00'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Sochi': (False, '0.00'), 'Spielberg': (True, '53.52')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.8, 'threshold_at_v_max': 2.5}",7.0,0.571,12,21,57.306,"{'Austin': (False, '0.00'), 'BrandsHatch': (True, '55.26'), 'IMS': (True, '41.83'), 'Budapest': (True, '65.70'), 'Hockenheim': (True, '58.55'), 'Catalunya': (True, '67.30'), 'Melbourne': (False, '0.00'), 'Oschersleben': (True, '44.26'), 'MoscowRaceway': (True, '56.16'), 'Monza': (True, '66.54'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'Silverstone': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.53'), 'Spa': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.5, 'threshold_at_v_min': 0.9, 'threshold_at_v_max': 1.2}",7.0,0.476,10,21,57.688,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Oschersleben': (False, '0.00'), 'IMS': (True, '41.83'), 'BrandsHatch': (True, '55.26'), 'Budapest': (True, '65.70'), 'Catalunya': (True, '67.30'), 'Hockenheim': (True, '58.55'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'MoscowRaceway': (True, '56.16'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.87'), 'Sepang': (False, '0.00'), 'MexicoCity': (True, '58.17'), 'Silverstone': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Sochi': (False, '0.00'), 'Spielberg': (True, '53.52'), 'Zandvoort': (True, '63.53'), 'Spa': (False, '0.00')}"
