phase,algorithm,params,max_speed,completion_rate,num_completed,num_maps,avg_lap_time,per_map
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.0, 'threshold_at_v_max': 2.1}",7.0,0.524,11,21,56.514,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Hockenheim': (True, '58.63'), 'Austin': (False, '0.00'), 'Budapest': (True, '65.71'), 'MoscowRaceway': (True, '56.29'), 'Oschersleben': (True, '44.29'), 'IMS': (True, '41.80'), 'Nuerburgring': (False, '0.00'), 'Melbourne': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'MexicoCity': (True, '58.34'), 'YasMarina': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Catalunya': (True, '67.32'), 'Sochi': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.0, 'threshold_at_v_max': 2.2}",7.0,0.524,11,21,56.515,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Austin': (False, '0.00'), 'Budapest': (True, '65.71'), 'Hockenheim': (True, '58.63'), 'Melbourne': (False, '0.00'), 'Oschersleben': (True, '44.30'), 'IMS': (True, '41.80'), 'MoscowRaceway': (True, '56.29'), 'Nuerburgring': (False, '0.00'), 'YasMarina': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'MexicoCity': (True, '58.34'), 'Sepang': (False, '0.00'), 'Spa': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Catalunya': (True, '67.32'), 'Spielberg': (True, '53.62'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.0, 'threshold_at_v_max': 2.3}",7.0,0.524,11,21,56.518,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Austin': (False, '0.00'), 'IMS': (True, '41.80'), 'Budapest': (True, '65.71'), 'MexicoCity': (True, '58.34'), 'Hockenheim': (True, '58.63'), 'MoscowRaceway': (True, '56.29'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Oschersleben': (True, '44.32'), 'Silverstone': (False, '0.00'), 'Catalunya': (True, '67.32'), 'Sochi': (False, '0.00'), 'Spa': (False, '0.00'), 'Spielberg': (True, '53.64'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.0, 'threshold_at_v_max': 2.3}",7.0,0.524,11,21,56.518,"{'Monza': (False, '0.00'), 'Austin': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Hockenheim': (True, '58.63'), 'Budapest': (True, '65.71'), 'Catalunya': (True, '67.32'), 'MoscowRaceway': (True, '56.29'), 'Melbourne': (False, '0.00'), 'Oschersleben': (True, '44.32'), 'IMS': (True, '41.80'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Sakhir': (False, '0.00'), 'MexicoCity': (True, '58.34'), 'Sochi': (False, '0.00'), 'Spielberg': (True, '53.64'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Zandvoort': (True, '63.54'), 'Spa': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.0, 'threshold_at_v_max': 2.5}",7.0,0.524,11,21,56.525,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Catalunya': (True, '67.32'), 'Budapest': (True, '65.71'), 'Hockenheim': (True, '58.63'), 'MoscowRaceway': (True, '56.29'), 'Oschersleben': (True, '44.38'), 'MexicoCity': (True, '58.34'), 'IMS': (True, '41.80'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Austin': (False, '0.00'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Spielberg': (True, '53.65'), 'Spa': (False, '0.00'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.55')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 1.2}",7.0,0.524,11,21,56.569,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Budapest': (True, '65.71'), 'Austin': (False, '0.00'), 'IMS': (True, '41.80'), 'Catalunya': (True, '67.32'), 'MexicoCity': (True, '58.34'), 'Oschersleben': (True, '44.89'), 'Melbourne': (False, '0.00'), 'MoscowRaceway': (True, '56.29'), 'SaoPaulo': (True, '56.88'), 'Hockenheim': (True, '58.63'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.54'), 'Sepang': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 1.3}",7.0,0.524,11,21,56.568,"{'Monza': (False, '0.00'), 'IMS': (True, '41.80'), 'BrandsHatch': (True, '55.24'), 'Hockenheim': (True, '58.63'), 'MexicoCity': (True, '58.34'), 'Catalunya': (True, '67.32'), 'Melbourne': (False, '0.00'), 'MoscowRaceway': (True, '56.28'), 'Oschersleben': (True, '44.89'), 'YasMarina': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Budapest': (True, '65.71'), 'SaoPaulo': (True, '56.88'), 'Austin': (False, '0.00'), 'Sepang': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Sochi': (False, '0.00'), 'Spa': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 1.4}",7.0,0.524,11,21,56.568,"{'Monza': (False, '0.00'), 'Austin': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Budapest': (True, '65.71'), 'Hockenheim': (True, '58.63'), 'IMS': (True, '41.80'), 'Melbourne': (False, '0.00'), 'MexicoCity': (True, '58.34'), 'MoscowRaceway': (True, '56.28'), 'Nuerburgring': (False, '0.00'), 'Oschersleben': (True, '44.89'), 'YasMarina': (False, '0.00'), 'Sakhir': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Catalunya': (True, '67.32'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.54'), 'Spa': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 1.5}",7.0,0.524,11,21,56.553,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Austin': (False, '0.00'), 'Hockenheim': (True, '58.63'), 'Budapest': (True, '65.71'), 'MexicoCity': (True, '58.34'), 'Oschersleben': (True, '44.73'), 'MoscowRaceway': (True, '56.28'), 'Melbourne': (False, '0.00'), 'IMS': (True, '41.80'), 'Catalunya': (True, '67.32'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Silverstone': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Sepang': (False, '0.00'), 'Sochi': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 1.6}",7.0,0.524,11,21,56.510,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'IMS': (True, '41.80'), 'Catalunya': (True, '67.32'), 'Austin': (False, '0.00'), 'Hockenheim': (True, '58.63'), 'MoscowRaceway': (True, '56.29'), 'Oschersleben': (True, '44.25'), 'Melbourne': (False, '0.00'), 'Budapest': (True, '65.71'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00'), 'MexicoCity': (True, '58.34'), 'YasMarina': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Sepang': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 1.7}",7.0,0.524,11,21,56.511,"{'Monza': (False, '0.00'), 'IMS': (True, '41.80'), 'Budapest': (True, '65.71'), 'BrandsHatch': (True, '55.24'), 'Catalunya': (True, '67.32'), 'Hockenheim': (True, '58.63'), 'Melbourne': (False, '0.00'), 'MexicoCity': (True, '58.34'), 'MoscowRaceway': (True, '56.29'), 'Oschersleben': (True, '44.26'), 'YasMarina': (False, '0.00'), 'Austin': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Nuerburgring': (False, '0.00'), 'Sepang': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 1.8}",7.0,0.524,11,21,56.513,"{'Monza': (False, '0.00'), 'Austin': (False, '0.00'), 'IMS': (True, '41.80'), 'Catalunya': (True, '67.32'), 'Hockenheim': (True, '58.63'), 'Oschersleben': (True, '44.28'), 'MexicoCity': (True, '58.34'), 'Melbourne': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'YasMarina': (False, '0.00'), 'MoscowRaceway': (True, '56.29'), 'SaoPaulo': (True, '56.88'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Budapest': (True, '65.71'), 'Spielberg': (True, '53.62'), 'Spa': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Zandvoort': (True, '63.54'), 'Sochi': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 1.9}",7.0,0.524,11,21,56.513,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Budapest': (True, '65.71'), 'Hockenheim': (True, '58.63'), 'IMS': (True, '41.80'), 'MexicoCity': (True, '58.34'), 'Oschersleben': (True, '44.28'), 'MoscowRaceway': (True, '56.29'), 'Nuerburgring': (False, '0.00'), 'Catalunya': (True, '67.32'), 'SaoPaulo': (True, '56.88'), 'YasMarina': (False, '0.00'), 'Austin': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Spa': (False, '0.00'), 'Sochi': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 2.0}",7.0,0.524,11,21,56.514,"{'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'IMS': (True, '41.80'), 'Budapest': (True, '65.71'), 'MexicoCity': (True, '58.34'), 'Melbourne': (False, '0.00'), 'Oschersleben': (True, '44.29'), 'Hockenheim': (True, '58.63'), 'YasMarina': (False, '0.00'), 'MoscowRaceway': (True, '56.29'), 'Nuerburgring': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Catalunya': (True, '67.32'), 'Spielberg': (True, '53.62'), 'Sochi': (False, '0.00'), 'Spa': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 2.1}",7.0,0.524,11,21,56.514,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'IMS': (True, '41.80'), 'Austin': (False, '0.00'), 'Hockenheim': (True, '58.63'), 'Budapest': (True, '65.71'), 'MexicoCity': (True, '58.34'), 'MoscowRaceway': (True, '56.29'), 'Catalunya': (True, '67.32'), 'YasMarina': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Oschersleben': (True, '44.29'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 2.2}",7.0,0.524,11,21,56.518,"{'Monza': (False, '0.00'), 'Austin': (False, '0.00'), 'IMS': (True, '41.80'), 'BrandsHatch': (True, '55.24'), 'Catalunya': (True, '67.32'), 'MexicoCity': (True, '58.34'), 'Melbourne': (False, '0.00'), 'MoscowRaceway': (True, '56.29'), 'Budapest': (True, '65.71'), 'Nuerburgring': (False, '0.00'), 'YasMarina': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Sakhir': (False, '0.00'), 'Hockenheim': (True, '58.63'), 'Oschersleben': (True, '44.31'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Spielberg': (True, '53.64'), 'Zandvoort': (True, '63.54'), 'Spa': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 2.3}",7.0,0.524,11,21,56.523,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Austin': (False, '0.00'), 'Catalunya': (True, '67.32'), 'MexicoCity': (True, '58.34'), 'MoscowRaceway': (True, '56.29'), 'Budapest': (True, '65.71'), 'Oschersleben': (True, '44.37'), 'Nuerburgring': (False, '0.00'), 'Melbourne': (False, '0.00'), 'IMS': (True, '41.80'), 'Sakhir': (False, '0.00'), 'YasMarina': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Hockenheim': (True, '58.64'), 'Silverstone': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Sepang': (False, '0.00'), 'Spa': (False, '0.00'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.55')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 2.3}",7.0,0.524,11,21,56.523,"{'Monza': (False, '0.00'), 'Budapest': (True, '65.71'), 'Austin': (False, '0.00'), 'Hockenheim': (True, '58.64'), 'Catalunya': (True, '67.32'), 'MexicoCity': (True, '58.34'), 'IMS': (True, '41.80'), 'Melbourne': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'MoscowRaceway': (True, '56.29'), 'Oschersleben': (True, '44.37'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Sochi': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Spa': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Zandvoort': (True, '63.55')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.1, 'threshold_at_v_max': 2.5}",7.0,0.524,11,21,56.528,"{'BrandsHatch': (True, '55.24'), 'Austin': (False, '0.00'), 'Budapest': (True, '65.71'), 'Hockenheim': (True, '58.65'), 'Catalunya': (True, '67.32'), 'IMS': (True, '41.80'), 'Monza': (False, '0.00'), 'MexicoCity': (True, '58.34'), 'Melbourne': (False, '0.00'), 'MoscowRaceway': (True, '56.29'), 'YasMarina': (False, '0.00'), 'Oschersleben': (True, '44.39'), 'SaoPaulo': (True, '56.88'), 'Sakhir': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Sepang': (False, '0.00'), 'Spielberg': (True, '53.65'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.55'), 'Spa': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 1.2}",7.0,0.524,11,21,56.568,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'IMS': (True, '41.80'), 'Catalunya': (True, '67.32'), 'Hockenheim': (True, '58.63'), 'Budapest': (True, '65.71'), 'MoscowRaceway': (True, '56.28'), 'Melbourne': (False, '0.00'), 'MexicoCity': (True, '58.34'), 'Oschersleben': (True, '44.89'), 'Nuerburgring': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Austin': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Sakhir': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.54'), 'Sochi': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 1.3}",7.0,0.524,11,21,56.553,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'IMS': (True, '41.80'), 'Budapest': (True, '65.71'), 'Hockenheim': (True, '58.63'), 'MexicoCity': (True, '58.34'), 'MoscowRaceway': (True, '56.28'), 'Oschersleben': (True, '44.73'), 'Melbourne': (False, '0.00'), 'Austin': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Catalunya': (True, '67.32'), 'Silverstone': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Sepang': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Spa': (False, '0.00'), 'Sochi': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 1.4}",7.0,0.524,11,21,56.581,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'IMS': (True, '41.80'), 'Budapest': (True, '65.71'), 'Hockenheim': (True, '58.64'), 'Oschersleben': (True, '45.03'), 'MexicoCity': (True, '58.34'), 'MoscowRaceway': (True, '56.29'), 'Nuerburgring': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Sakhir': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Sepang': (False, '0.00'), 'Austin': (False, '0.00'), 'Silverstone': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Catalunya': (True, '67.32'), 'Spielberg': (True, '53.62'), 'Spa': (False, '0.00'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 1.5}",7.0,0.524,11,21,56.556,"{'Monza': (False, '0.00'), 'IMS': (True, '41.80'), 'BrandsHatch': (True, '55.24'), 'Budapest': (True, '65.71'), 'Austin': (False, '0.00'), 'Oschersleben': (True, '44.75'), 'Hockenheim': (True, '58.64'), 'Catalunya': (True, '67.32'), 'MoscowRaceway': (True, '56.29'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'MexicoCity': (True, '58.34'), 'Spa': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Zandvoort': (True, '63.54'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 1.6}",7.0,0.524,11,21,56.512,"{'BrandsHatch': (True, '55.24'), 'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'IMS': (True, '41.80'), 'Catalunya': (True, '67.32'), 'Hockenheim': (True, '58.65'), 'Oschersleben': (True, '44.26'), 'MexicoCity': (True, '58.34'), 'Budapest': (True, '65.71'), 'MoscowRaceway': (True, '56.29'), 'SaoPaulo': (True, '56.88'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Zandvoort': (True, '63.54'), 'Spa': (False, '0.00'), 'Spielberg': (True, '53.62')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 1.7}",7.0,0.524,11,21,56.515,"{'Austin': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Monza': (False, '0.00'), 'IMS': (True, '41.80'), 'Catalunya': (True, '67.32'), 'Budapest': (True, '65.71'), 'MexicoCity': (True, '58.34'), 'Hockenheim': (True, '58.66'), 'YasMarina': (False, '0.00'), 'Oschersleben': (True, '44.27'), 'Melbourne': (False, '0.00'), 'MoscowRaceway': (True, '56.29'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Sochi': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Spa': (False, '0.00'), 'Sepang': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Zandvoort': (True, '63.54'), 'Spielberg': (True, '53.62')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 1.8}",7.0,0.524,11,21,56.516,"{'Monza': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Budapest': (True, '65.71'), 'IMS': (True, '41.80'), 'Hockenheim': (True, '58.65'), 'Austin': (False, '0.00'), 'Catalunya': (True, '67.32'), 'Melbourne': (False, '0.00'), 'MexicoCity': (True, '58.34'), 'Oschersleben': (True, '44.29'), 'MoscowRaceway': (True, '56.29'), 'YasMarina': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sochi': (False, '0.00'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.54'), 'SaoPaulo': (True, '56.88'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 1.9}",7.0,0.524,11,21,56.516,"{'BrandsHatch': (True, '55.24'), 'Austin': (False, '0.00'), 'Monza': (False, '0.00'), 'Budapest': (True, '65.71'), 'IMS': (True, '41.80'), 'Hockenheim': (True, '58.66'), 'MexicoCity': (True, '58.34'), 'Catalunya': (True, '67.32'), 'YasMarina': (False, '0.00'), 'Melbourne': (False, '0.00'), 'Oschersleben': (True, '44.29'), 'MoscowRaceway': (True, '56.29'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Sakhir': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.54'), 'Sepang': (False, '0.00'), 'Spa': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 2.0}",7.0,0.524,11,21,56.518,"{'Monza': (False, '0.00'), 'IMS': (True, '41.80'), 'Austin': (False, '0.00'), 'Budapest': (True, '65.71'), 'Catalunya': (True, '67.32'), 'Hockenheim': (True, '58.66'), 'BrandsHatch': (True, '55.24'), 'MexicoCity': (True, '58.34'), 'Melbourne': (False, '0.00'), 'MoscowRaceway': (True, '56.29'), 'SaoPaulo': (True, '56.88'), 'Oschersleben': (True, '44.31'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Sepang': (False, '0.00'), 'Spielberg': (True, '53.62'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.54'), 'Sochi': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 2.1}",7.0,0.524,11,21,56.522,"{'Monza': (False, '0.00'), 'Austin': (False, '0.00'), 'BrandsHatch': (True, '55.24'), 'Hockenheim': (True, '58.66'), 'IMS': (True, '41.80'), 'Budapest': (True, '65.71'), 'Catalunya': (True, '67.32'), 'MexicoCity': (True, '58.34'), 'Oschersleben': (True, '44.34'), 'MoscowRaceway': (True, '56.29'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Sakhir': (False, '0.00'), 'Sepang': (False, '0.00'), 'Silverstone': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Sochi': (False, '0.00'), 'Spielberg': (True, '53.64'), 'Spa': (False, '0.00'), 'Zandvoort': (True, '63.54')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 2.2}",7.0,0.524,11,21,56.525,"{'BrandsHatch': (True, '55.24'), 'Monza': (False, '0.00'), 'IMS': (True, '41.80'), 'Hockenheim': (True, '58.65'), 'Catalunya': (True, '67.32'), 'MexicoCity': (True, '58.34'), 'Budapest': (True, '65.71'), 'Oschersleben': (True, '44.38'), 'MoscowRaceway': (True, '56.29'), 'Melbourne': (False, '0.00'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'Austin': (False, '0.00'), 'Sakhir': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Spielberg': (True, '53.62'), 'Silverstone': (False, '0.00'), 'Sepang': (False, '0.00'), 'Zandvoort': (True, '63.55'), 'Sochi': (False, '0.00'), 'Spa': (False, '0.00')}"
1-params,GapFollowPurePursuit,"{'lookahead_distance': 1.0, 'threshold_at_v_min': 1.2, 'threshold_at_v_max': 2.3}",7.0,0.524,11,21,56.526,"{'BrandsHatch': (True, '55.24'), 'Budapest': (True, '65.71'), 'Hockenheim': (True, '58.66'), 'IMS': (True, '41.80'), 'Monza': (False, '0.00'), 'MoscowRaceway': (True, '56.29'), 'MexicoCity': (True, '58.34'), 'Melbourne': (False, '0.00'), 'Oschersleben': (True, '44.37'), 'YasMarina': (False, '0.00'), 'Nuerburgring': (False, '0.00'), 'SaoPaulo': (True, '56.88'), 'Austin': (False, '0.00'), 'Sakhir': (False, '0.00'), 'Catalunya': (True, '67.32'), 'Silverstone': (False, '0.00'), 'Sepang': (False, '0.00'), 'Spielberg': (True, '53.63'), 'Sochi': (False, '0.00'), 'Zandvoort': (True, '63.55'), 'Spa': (False, '0.00')}"
