generation,loss_actor_avg,loss_actor_min,loss_actor_max,loss_critic_avg,loss_critic_min,loss_critic_max,loss_diffusion_avg,loss_diffusion_min,loss_diffusion_max,loss_dispersive_avg,loss_dispersive_min,loss_dispersive_max,adv_weight_std_avg,adv_weight_std_min,adv_weight_std_max,raw_adv_mean_avg,raw_adv_mean_min,raw_adv_mean_max,raw_adv_pos_frac_avg,raw_adv_pos_frac_min,raw_adv_pos_frac_max,actor_grad_norm_avg,actor_grad_norm_min,actor_grad_norm_max,critic_grad_norm_avg,critic_grad_norm_min,critic_grad_norm_max,approx_kl_avg,approx_kl_min,approx_kl_max,actor_skips_avg,actor_skips_min,actor_skips_max,clipfrac_avg,clipfrac_min,clipfrac_max,actor_early_stops_avg,actor_early_stops_min,actor_early_stops_max,collisions_avg,collisions_min,collisions_max,reward_avg,reward_min,reward_max,avg_speed_avg,avg_speed_min,avg_speed_max,dist_per_collision_avg,dist_per_collision_min,dist_per_collision_max,laps_per_collision_avg,laps_per_collision_min,laps_per_collision_max,speed_ratio_avg,speed_ratio_min,speed_ratio_max,progress_score_avg,progress_score_min,progress_score_max,action_velocity_mean_avg,action_velocity_mean_min,action_velocity_mean_max,action_velocity_min_avg,action_velocity_min_min,action_velocity_min_max,action_steer_abs_mean_avg,action_steer_abs_mean_min,action_steer_abs_mean_max,focus_map,map_type,difficulty,raceline_length,map_dpc_ema,progress_per_step,checkpoint_per_step,wall_col_per_step,agent_col_per_step,lap_per_step,steer_rate_per_step,steer_abs_per_step,speed_bonus_per_step
21,-0.056808303778598204,-0.2805960476398468,0.32557883858680725,0.09853462297469377,0.039672452956438065,0.19284355640411377,0.08639526553452015,0.061209868639707565,0.12450603395700455,-1.0946411073207856,-1.0959168672561646,-1.0931551456451416,0.0357350648380816,0.0,0.06178834289312363,0.32472439855337143,-1.748654842376709,1.5429538488388062,0.7278382658958436,0.5078122019767761,0.8170558214187622,43.34959573745728,9.93818473815918,106.9549331665039,1.0780488446354866,0.4573884904384613,1.9437931776046753,0.029211919335648418,0.0,0.0481330007314682,0.0,0.0,0.0,0.059559977427124974,0.0,0.08593764901161194,0.0,0.0,0.0,11.0,11.0,11.0,0.06452742552602334,0.06452742552602334,0.06452742552602334,7.582376098632812,6.325592041015625,10.053215980529785,43.89338267933238,43.89338267933238,43.89338267933238,0.10432616147128018,0.10432616147128018,0.10432616147128018,0.9479063153266907,0.9479063153266907,0.9479063153266907,0.09889142731241855,0.09889142731241855,0.09889142731241855,9.137014389038086,9.137014389038086,9.137014389038086,4.574460983276367,4.574460983276367,4.574460983276367,0.05834957957267761,0.05834957957267761,0.05834957957267761,Silverstone,real,0.7665720022450786,439.167547923801,63.35072750304276,0.08210932496992027,0.004185351270553064,-0.039611360239162945,-0.0007473841554559043,0.0,-0.007546425639736638,0.0,0.02613791931990526
22,-0.0355569876730442,-0.1698226034641266,0.16025446355342865,0.12278774306178093,0.06415233016014099,0.2025597095489502,0.09107166267931462,0.07005330920219421,0.15715794265270233,-1.0970038712024688,-1.098212480545044,-1.0943164825439453,0.03732801359146833,0.0,0.07468347251415253,0.2990297555923462,-0.6792604923248291,0.9715110659599304,0.756529939174652,0.7220035791397095,0.8307291865348816,33.7997878074646,8.52702808380127,119.56828308105469,1.249516287446022,0.4300200641155243,3.523362636566162,0.028357646707445384,0.0,0.05148393288254738,0.0,0.0,0.0,0.05824893824756146,0.0,0.08021974563598633,0.0,0.0,0.0,8.0,8.0,8.0,0.0665354180410707,0.0665354180410707,0.0665354180410707,6.212672901153565,5.626092910766602,6.507871150970459,51.6153678894043,51.6153678894043,51.6153678894043,0.13371950387954712,0.13371950387954712,0.13371950387954712,0.8162938952445984,0.8162938952445984,0.8162938952445984,0.1091544146920107,0.1091544146920107,0.1091544146920107,7.982197284698486,7.982197284698486,7.982197284698486,4.012365818023682,4.012365818023682,4.012365818023682,0.07079429179430008,0.07079429179430008,0.07079429179430008,Silverstone,real,1.5609989464187626,375.78393849094454,59.85190621941961,0.07870444215164235,0.003886397608370702,-0.026905829596412544,-0.0008968609865470851,0.0,-0.007573549369258197,0.0,0.019320818233275347
23,-0.016953494399785995,-0.14334358274936676,0.19269676506519318,0.10247764587402344,0.06119738146662712,0.16873589158058167,0.09372459836304188,0.06720791757106781,0.11831154674291611,-1.0969474852085113,-1.098246693611145,-1.0953166484832764,0.06104557318612933,0.0,0.12240318208932877,0.7732432894408703,-0.03841397538781166,1.246768593788147,0.7369126439094543,0.6835934519767761,0.8186815977096558,45.537220573425294,14.657236099243164,165.9840087890625,1.316573642194271,0.30210691690444946,3.3371405601501465,0.045434273220598696,0.0,0.09017756581306458,0.0,0.0,0.0,0.07048985045403242,0.0,0.09648453444242477,0.0,0.0,0.0,9.0,9.0,9.0,0.09355836432468544,0.09355836432468544,0.09355836432468544,6.831124019622803,6.328519344329834,7.438448905944824,50.814168294270836,50.814168294270836,50.814168294270836,0.14048851860894096,0.14048851860894096,0.14048851860894096,0.944536566734314,0.944536566734314,0.944536566734314,0.13269654303247888,0.13269654303247888,0.13269654303247888,8.515077590942383,8.515077590942383,8.515077590942383,4.378535747528076,4.378535747528076,4.378535747528076,0.07372629642486572,0.07372629642486572,0.07372629642486572,Silverstone,real,1.7914934112214078,308.97024505535984,57.157753705183104,0.09252965094378857,0.004185351270553064,-0.015695067264573995,-0.0010463378176382662,0.0,-0.00863885926737022,0.0,0.022223626459925972
24,-0.0422311385627836,-0.23674418032169342,0.23501473665237427,0.10652695614844561,0.0506407730281353,0.17005011439323425,0.0870454352349043,0.06340649724006653,0.11833003908395767,-1.0978416919708252,-1.098481297492981,-1.0958424806594849,0.08696881085634231,0.0,0.14720195531845093,0.4116697311401367,-0.7404102683067322,1.2594140768051147,0.7951118588447571,0.7226545810699463,0.8974364995956421,37.60596897602081,4.292391300201416,134.41372680664062,1.2559477865695954,0.4592280685901642,2.505387783050537,0.06291004214435816,0.0,0.0999518483877182,0.0,0.0,0.0,0.08487017303705216,0.0,0.11757824569940567,0.0,0.0,0.0,5.0,5.0,5.0,0.07207040867116322,0.07207040867116322,0.07207040867116322,6.460461902618408,5.6086039543151855,7.528867244720459,87.6014892578125,87.6014892578125,87.6014892578125,0.2267144203186035,0.2267144203186035,0.2267144203186035,0.889629065990448,0.889629065990448,0.889629065990448,0.20169173799460507,0.20169173799460507,0.20169173799460507,8.399813652038574,8.399813652038574,8.399813652038574,4.569706916809082,4.569706916809082,4.569706916809082,0.06339312344789505,0.06339312344789505,0.06339312344789505,Silverstone,real,1.5624239684105201,334.33199339910186,66.32822024118616,0.08359163252297548,0.0032884902840059783,-0.029147982062780256,-0.0002989536621823617,0.0,-0.007327859887716847,0.0,0.021965081476861385
25,-0.06025732210837305,-0.39163029193878174,0.36331871151924133,0.08524740431457759,0.022030873224139214,0.1905556321144104,0.09521607756614685,0.07063636928796768,0.12895479798316956,-1.0961893379688263,-1.0985652208328247,-1.0939992666244507,0.08470394890755414,0.0,0.14109674096107483,-0.016319966316223143,-2.321349620819092,2.1111996173858643,0.6867286086082458,0.5677074193954468,0.871795654296875,47.235104370117185,17.042240142822266,129.09629821777344,1.1626480296254158,0.34524497389793396,2.77262544631958,0.06338709983974695,0.0,0.09714553505182266,0.0,0.0,0.0,0.08206890039145946,0.0,0.12014657258987427,0.0,0.0,0.0,14.0,14.0,14.0,0.06571326024223086,0.06571326024223086,0.06571326024223086,7.2225854873657225,6.019130229949951,8.821249961853027,33.95154462541853,33.95154462541853,33.95154462541853,0.09337354557854789,0.09337354557854789,0.09337354557854789,0.981346070766449,0.981346070766449,0.981346070766449,0.0916317620670399,0.0916317620670399,0.0916317620670399,9.286336898803711,9.286336898803711,9.286336898803711,3.933887004852295,3.933887004852295,3.933887004852295,0.06387446820735931,0.06387446820735931,0.06387446820735931,Silverstone,real,1.7914934112214078,308.97024505535984,56.627812829708674,0.09428498654278795,0.004484304932735427,-0.05007473841554563,-0.0004484304932735426,0.0,-0.008558260882203707,0.0,0.026025398557730478
26,-0.06427654242143035,-0.35727113485336304,0.21300141513347626,0.06616010442376137,0.03208024799823761,0.11882234364748001,0.08340880740433931,0.04622909799218178,0.12215587496757507,-1.097793710231781,-1.0985748767852783,-1.0960654020309448,0.0738741354085505,0.0,0.13159377872943878,0.6343833893537522,-0.24495358765125275,1.6030412912368774,0.7901408195495605,0.6738284826278687,0.9285711050033569,33.590282154083255,10.840666770935059,95.78028106689453,1.7139438539743423,0.6023598909378052,4.0393385887146,0.0554496924392879,0.0,0.09925953298807144,0.0,0.0,0.0,0.07938811276108027,0.0,0.11184912174940109,0.0,0.0,0.0,8.0,8.0,8.0,0.09051180424397835,0.09051180424397835,0.09051180424397835,7.22007646560669,6.065433502197266,8.207056045532227,59.15650177001953,59.15650177001953,59.15650177001953,0.1368686407804489,0.1368686407804489,0.1368686407804489,0.9388010501861572,0.9388010501861572,0.9388010501861572,0.12849242370223735,0.12849242370223735,0.12849242370223735,8.730752944946289,8.730752944946289,8.730752944946289,4.884700298309326,4.884700298309326,4.884700298309326,0.05651502683758736,0.05651502683758736,0.05651502683758736,Silverstone,real,1.4746221675895952,390.76693497835777,57.41789237402853,0.08022400166941046,0.0038863976083707017,-0.011210762331838566,0.0,0.0,-0.007336345226998116,0.0,0.024948512525034168
27,-0.028772382996976376,-0.12565937638282776,0.2309514880180359,0.08871776256710291,0.051841553300619125,0.11462964862585068,0.10155862905085086,0.08077950030565262,0.13077233731746674,-1.0969880104064942,-1.0985890626907349,-1.0942894220352173,0.07460982855409384,0.0,0.10162653028964996,0.4091417551040649,-0.7282536625862122,0.8140599727630615,0.731400465965271,0.61979079246521,0.7728938460350037,42.65197925567627,10.016115188598633,106.87914276123047,1.2164533853530883,0.3371427655220032,2.4116432666778564,0.058346343040466306,0.0,0.07940486818552017,0.0,0.0,0.0,0.0799954418092966,0.0,0.09869807213544846,0.0,0.0,0.0,6.0,6.0,6.0,0.08527293702309185,0.08527293702309185,0.08527293702309185,7.186382389068603,6.26106595993042,7.69351863861084,79.45403544108073,79.45403544108073,79.45403544108073,0.19913180669148764,0.19913180669148764,0.19913180669148764,0.9473341107368469,0.9473341107368469,0.9473341107368469,0.18864435301150215,0.18864435301150215,0.18864435301150215,8.974867820739746,8.974867820739746,8.974867820739746,3.701525926589966,3.701525926589966,3.701525926589966,0.05859963223338127,0.05859963223338127,0.05859963223338127,Silverstone,real,1.5624239684105201,334.33199339910186,64.05851196051071,0.08776203828091768,0.003437967115097159,-0.022421524663677125,-0.0005979073243647234,0.0,-0.008189298340602467,0.0,0.025281661955721523
28,-0.011155755282379687,-0.09734438359737396,0.08464785665273666,0.121516352891922,0.07141181826591492,0.1821163147687912,0.09816166982054711,0.06935474276542664,0.13599270582199097,-1.0962194681167603,-1.097896933555603,-1.093729019165039,0.09036628473550082,0.0,0.15663790702819824,-0.3404305711388588,-0.7380333542823792,0.07040918618440628,0.620928156375885,0.6007317304611206,0.6796879172325134,45.502534770965575,17.071882247924805,94.68531036376953,1.2927177488803863,0.4094766080379486,3.9434449672698975,0.07100035119801759,0.0,0.11218179017305374,0.0,0.0,0.0,0.08717143051326275,0.0,0.11941396445035934,0.0,0.0,0.0,12.0,12.0,12.0,0.06944197960435201,0.06944197960435201,0.06944197960435201,7.183557033538818,6.632462978363037,7.83388090133667,39.511810302734375,39.511810302734375,39.511810302734375,0.09444297353426616,0.09444297353426616,0.09444297353426616,0.9325523972511292,0.9325523972511292,0.9325523972511292,0.08807302137290485,0.08807302137290485,0.08807302137290485,8.861502647399902,8.861502647399902,8.861502647399902,4.634644985198975,4.634644985198975,4.634644985198975,0.06214110925793648,0.06214110925793648,0.06214110925793648,Silverstone,real,0.7665720022450786,439.167547923801,56.71182393080568,0.07654622488167775,0.004633781763826608,-0.027653213751868445,-0.0011958146487294468,0.0014947683109118087,-0.007437845988836711,0.0,0.023054079037370407
29,-0.02868503928184509,-0.22810684144496918,0.3012218177318573,0.10285964626818896,0.043694861233234406,0.1856577843427658,0.09077484197914601,0.061870917677879333,0.12090600281953812,-1.096688163280487,-1.098414421081543,-1.0919177532196045,0.07464854568243026,0.0,0.14195376634597778,-0.7408353596925735,-2.7631311416625977,0.504755973815918,0.6241703629493713,0.5449225306510925,0.677734375,43.87628254890442,11.268659591674805,193.76693725585938,1.3241342425346374,0.5739266872406006,2.2947988510131836,0.053398702200502156,0.0,0.09382187575101852,0.0,0.0,0.0,0.07631310448050499,0.0,0.10468767583370209,0.0,0.0,0.0,13.0,13.0,13.0,0.0590213062137134,0.0590213062137134,0.0590213062137134,6.166702365875244,5.30434513092041,6.9061102867126465,32.394214336688705,32.394214336688705,32.394214336688705,0.08691732700054462,0.08691732700054462,0.08691732700054462,0.8591013550758362,0.8591013550758362,0.8591013550758362,0.07467079340573744,0.07467079340573744,0.07467079340573744,8.142127990722656,8.142127990722656,8.142127990722656,4.263234615325928,4.263234615325928,4.263234615325928,0.0755326896905899,0.0755326896905899,0.0755326896905899,Silverstone,real,1.3862031003381545,351.0570822341889,49.43015532895256,0.08196686775715246,0.005530642750373693,-0.03886397608370704,-0.001046337817638266,0.0,-0.008119579440230578,0.0,0.01955368904776312
30,-0.046002189605496825,-0.24060016870498657,0.19965942203998566,0.10634661037474871,0.06123701110482216,0.15118736028671265,0.1007040224969387,0.06697726994752884,0.13213998079299927,-1.0970589637756347,-1.098452091217041,-1.0940492153167725,0.07073960630223156,0.0,0.12237942963838577,0.4440066933631897,-0.6393644213676453,1.3224345445632935,0.6864322066307068,0.5703114867210388,0.8058605194091797,38.4036319732666,14.238672256469727,79.2105484008789,1.0482082098722458,0.24706166982650757,2.233017683029175,0.0533548504114151,0.0,0.1009480282664299,0.0,0.0,0.0,0.07712025791406632,0.0,0.10742203891277313,0.0,0.0,0.0,6.0,6.0,6.0,0.08780175870615817,0.08780175870615817,0.08780175870615817,6.948001670837402,6.279192924499512,7.848271369934082,77.18377685546875,77.18377685546875,77.18377685546875,0.18602848052978516,0.18602848052978516,0.18602848052978516,0.9080380797386169,0.9080380797386169,0.9080380797386169,0.1689209442369588,0.1689209442369588,0.1689209442369588,8.383170127868652,8.383170127868652,8.383170127868652,4.225214958190918,4.225214958190918,4.225214958190918,0.06077411398291588,0.06077411398291588,0.06077411398291588,Silverstone,real,1.2318540542356802,350.84915510365585,57.790174303721116,0.082687791578233,0.003437967115097159,-0.011958146487294471,-0.0017937219730941704,0.0,-0.008286048579955504,0.0,0.023713917053172117
31,0.02124389000236988,-0.3158625066280365,0.3222791254520416,0.07220237012952566,0.049927666783332825,0.09878353774547577,0.09070397801697254,0.07067004591226578,0.12516771256923676,-1.0968148708343506,-1.0981107950210571,-1.0945780277252197,0.06789341568946838,0.0,0.11613456159830093,0.1896786242723465,-0.9185115694999695,1.507275104522705,0.643316924571991,0.4835159182548523,0.7473952770233154,38.922420501708984,11.485258102416992,123.01476287841797,0.846972243487835,0.45542991161346436,1.8439725637435913,0.05151896653696895,0.0,0.07795947790145874,0.0,0.0,0.0,0.07595038097351789,0.0,0.09700539708137512,0.0,0.0,0.0,8.0,8.0,8.0,0.09882302578454513,0.09882302578454513,0.09882302578454513,6.69542293548584,6.325310707092285,7.028275966644287,55.93107604980469,55.93107604980469,55.93107604980469,0.14987939596176147,0.14987939596176147,0.14987939596176147,0.9219400882720947,0.9219400882720947,0.9219400882720947,0.1381798235431546,0.1381798235431546,0.1381798235431546,8.150601387023926,8.150601387023926,8.150601387023926,3.8559694290161133,3.8559694290161133,3.8559694290161133,0.06526956707239151,0.06526956707239151,0.06526956707239151,Silverstone,real,1.4746221675895952,390.76693497835777,57.25654255093666,0.08816730699612314,0.004334828101644246,-0.007473841554559042,-0.0007473841554559043,0.0,-0.007779576453437358,0.0,0.02232169285023012
32,-0.01741203306009993,-0.16501910984516144,0.21201175451278687,0.07782392334192992,0.022496026009321213,0.1397700011730194,0.08875107876956463,0.05931463837623596,0.11057440936565399,-1.0960785031318665,-1.098379135131836,-1.093570351600647,0.060061111114919186,0.0,0.10997678339481354,0.17497809752821922,-0.682041347026825,0.7640007734298706,0.7322917222976685,0.6204423308372498,0.8333325386047363,32.21422939300537,8.729872703552246,90.11656188964844,0.992492887377739,0.30379796028137207,2.1144983768463135,0.046149548469111325,0.0,0.07772791385650635,0.0,0.0,0.0,0.07309873942285776,0.0,0.0934065729379654,0.0,0.0,0.0,7.0,7.0,7.0,0.0946964083431694,0.0946964083431694,0.0946964083431694,7.058518409729004,6.380504608154297,7.9334716796875,66.90265328543526,66.90265328543526,66.90265328543526,0.15723494121006557,0.15723494121006557,0.15723494121006557,0.9213180541992188,0.9213180541992188,0.9213180541992188,0.14486339008778615,0.14486339008778615,0.14486339008778615,8.077322006225586,8.077322006225586,8.077322006225586,4.435258388519287,4.435258388519287,4.435258388519287,0.04749907925724983,0.04749907925724983,0.04749907925724983,Silverstone,real,1.4746221675895952,390.76693497835777,60.17860664215526,0.08105374542653587,0.004334828101644246,-0.008968609865470852,0.0,0.0,-0.007132679634965598,0.0,0.025409124315425632
33,nan,nan,nan,0.0731018106744159,0.002890101633965969,0.12375207245349884,0.07363136933417991,0.01216923538595438,0.09692972153425217,-1.0971731692552567,-1.0986113548278809,-1.0951966047286987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MoscowRaceway,real,1.2318540542356802,350.84915510365585,338.7589198849666,0.10074270954493901,0.004329004329004328,-0.008658008658008658,-0.0008658008658008658,0.0,-0.007469451991897638,0.0,0.02720074659452097
34,nan,nan,nan,0.05443081149132922,0.002451701555401087,0.1206219345331192,0.07673083012923598,0.01407163217663765,0.10320082306861877,-1.0957576036453247,-1.0977904796600342,-1.0859397649765015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MoscowRaceway,real,1.1289627462586858,464.65523539642516,267.0801943083503,0.08862469292913167,0.0038961038961038957,-0.003246753246753247,0.0,0.0,-0.0071489836230422465,0.0,0.02147616586517067
35,nan,nan,nan,0.1182930016075261,0.010381086729466915,0.28154799342155457,0.08497831504791975,0.033624887466430664,0.10631171613931656,-1.0924052521586418,-1.0968220233917236,-1.0820800065994263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MoscowRaceway,real,1.3862031003381545,351.0570822341889,231.4722180359235,0.09424752567236083,0.004545454545454544,-0.007575757575757575,-0.0004329004329004329,0.0,-0.007954860502829814,0.0,0.021141012683353638
36,nan,nan,nan,0.046403309563174844,0.015940498560667038,0.10188598930835724,0.08606199827045202,0.005598563700914383,0.2233870029449463,-1.0959131643176079,-1.0985784530639648,-1.091949701309204,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MoscowRaceway,real,1.2687642524396212,433.5325101410255,185.55836454198445,0.09507159979285272,0.004329004329004328,-0.007575757575757575,-0.0004329004329004329,0.0,-0.00713459877095697,0.0,0.023739658485049955
37,0.028446466400055215,-0.1663917899131775,0.21705962717533112,0.0714334340300411,0.01425941288471222,0.13272137939929962,0.08252428361447528,0.01080748438835144,0.18514564633369446,-1.0919431149959564,-1.0978889465332031,-1.08126962184906,0.029943406872916967,0.0,0.06149236857891083,1.1089579686522484,0.27441415190696716,1.9689403772354126,0.7905268520116806,0.6666666865348816,0.8723937273025513,28.46303826570511,4.949549198150635,105.44207763671875,1.8662713542580605,0.2532033324241638,6.320286273956299,0.024610873602796346,0.0,0.03921191766858101,0.0,0.0,0.0,0.05216474796179682,0.0,0.10000000894069672,0.0,0.0,0.0,2.0,2.0,2.0,0.13389485194242304,0.13389485194242304,0.13389485194242304,8.772280931472778,6.622209548950195,11.088236808776855,184.99209594726562,184.99209594726562,184.99209594726562,0.5100916028022766,0.5100916028022766,0.5100916028022766,1.066735863685608,1.066735863685608,1.066735863685608,0.5441330064740626,0.5441330064740626,0.5441330064740626,9.380646705627441,9.380646705627441,9.380646705627441,3.824087381362915,3.824087381362915,3.824087381362915,0.036227159202098846,0.036227159202098846,0.036227159202098846,MoscowRaceway,real,1.2318540542356802,350.84915510365585,185.50732997115472,0.11019672657915754,0.00303030303030303,-0.004329004329004329,0.0,0.0,-0.00727854321077789,0.0,0.03227536987274482
38,0.12671771564055234,-0.15079468488693237,0.7133832573890686,0.03918455436360091,0.015698425471782684,0.06110759079456329,0.11581701901741326,0.05496357008814812,0.3656410574913025,-1.0948139280080795,-1.0986123085021973,-1.0874519348144531,0.03674969595158473,0.0,0.06708163022994995,0.09338778629899025,-1.4943722486495972,1.0227298736572266,0.7459306716918945,0.6666666865348816,0.8157548308372498,43.28387671709061,11.55549144744873,183.60203552246094,0.8942630691453815,0.223809614777565,2.06062912940979,0.03248511691344902,0.0,0.05204400420188904,0.0,0.0,0.0,0.06405440380331129,0.0,0.13333334028720856,0.0,0.0,0.0,4.0,4.0,4.0,0.10951527242077017,0.10951527242077017,0.10951527242077017,7.249404788017273,6.775723934173584,8.44229507446289,79.18571472167969,79.18571472167969,79.18571472167969,0.2206159383058548,0.2206159383058548,0.2206159383058548,0.9434545040130615,0.9434545040130615,0.9434545040130615,0.20814110065172642,0.20814110065172642,0.20814110065172642,8.1430025100708,8.1430025100708,8.1430025100708,4.2921905517578125,4.2921905517578125,4.2921905517578125,0.059611838310956955,0.059611838310956955,0.059611838310956955,MoscowRaceway,real,1.1289627462586858,464.65523539642516,153.66282398578423,0.09456032133060345,0.004112554112554112,-0.004329004329004329,-0.0006493506493506494,0.0,-0.007892388664992329,0.0,0.023713140620959777
39,0.04626370400728774,-0.08128038048744202,0.2691413462162018,0.060050168554880656,0.0018613908905535936,0.1261301040649414,0.08767486526630819,0.01747259497642517,0.2437269240617752,-1.0972713828086853,-1.0985640287399292,-1.0947760343551636,0.06074492132756859,0.0,0.0961933583021164,0.918899692595005,0.07110658288002014,1.4134920835494995,0.8375648856163025,0.7109386324882507,0.9453126788139343,30.21989694237709,5.1643900871276855,117.54283905029297,0.9189452910795808,0.20047079026699066,2.0823872089385986,0.05072805192321539,0.0,0.07218332588672638,0.0,0.0,0.0,0.07408861583098769,0.0,0.15000000596046448,0.0,0.0,0.0,1.0,1.0,1.0,0.11331363627320071,0.11331363627320071,0.11331363627320071,6.714319705963135,5.661691665649414,7.192005157470703,308.39007568359375,308.39007568359375,308.39007568359375,0.9372150897979736,0.9372150897979736,0.9372150897979736,0.9218443632125854,0.9218443632125854,0.9218443632125854,0.8639664476480391,0.8639664476480391,0.8639664476480391,7.77486515045166,7.77486515045166,7.77486515045166,4.486412048339844,4.486412048339844,4.486412048339844,0.053288400173187256,0.053288400173187256,0.053288400173187256,MoscowRaceway,real,1.2318540542356802,350.84915510365585,200.28973632471164,0.09735051125648397,0.004329004329004328,-0.003246753246753247,0.0,0.0,-0.0072779713351747025,0.0,0.022158845269640737
40,0.0197870924603194,-0.14357425272464752,0.15404489636421204,0.045571482231025584,0.001272057299502194,0.09822170436382294,0.10737852449528873,0.009739082306623459,0.3678572177886963,-1.0975232869386673,-1.09860098361969,-1.0968017578125,0.06673860247246921,0.0,0.11392996460199356,0.4903438575565815,0.03731486201286316,1.0342897176742554,0.7797846049070358,0.6666666865348816,0.8417953252792358,30.520693480968475,4.835577011108398,82.71638488769531,0.8521531135775149,0.07071901112794876,2.330369710922241,0.06140579469501972,0.0,0.12804433703422546,0.0,0.0,0.0,0.07741706352680922,0.0,0.11367204785346985,0.0,0.0,0.0,3.0,3.0,3.0,0.1059466593928176,0.1059466593928176,0.1059466593928176,6.241104960441589,5.462035179138184,6.927790641784668,100.0706787109375,100.0706787109375,100.0706787109375,0.2779946525891622,0.2779946525891622,0.2779946525891622,0.9016392827033997,0.9016392827033997,0.9016392827033997,0.25065089915587296,0.25065089915587296,0.25065089915587296,7.573379993438721,7.573379993438721,7.573379993438721,4.203724384307861,4.203724384307861,4.203724384307861,0.06086939945816994,0.06086939945816994,0.06086939945816994,MoscowRaceway,real,1.3862031003381545,351.0570822341889,170.28741926994675,0.09005451132592542,0.004329004329004328,-0.003246753246753247,0.0,0.0,-0.007519210150941104,0.0,0.022329107135581998
41,0.13705601426772773,-0.21306024491786957,0.6614022850990295,0.2690054413396865,0.022267427295446396,0.6118075847625732,0.07050534058362246,0.00861387886106968,0.0971437469124794,-1.096889615058899,-1.0985991954803467,-1.0955240726470947,0.05825468339025974,0.0,0.08193030208349228,0.8253249116241932,0.04715724289417267,1.3928368091583252,0.8133128881454468,0.6666666865348816,0.9010406732559204,49.03826355934143,17.3426570892334,143.43748474121094,8.678593583405018,1.08954918384552,17.93039894104004,0.04833748424425721,0.0,0.07543164491653442,0.0,0.0,0.0,0.08970547537319362,0.0,0.21666666865348816,0.0,0.0,0.0,0.0,0.0,0.0,0.10912718586588246,0.10912718586588246,0.10912718586588246,6.3256756067276,5.587153911590576,6.936975479125977,282.92999267578125,282.92999267578125,282.92999267578125,0.8583986759185791,0.8583986759185791,0.8583986759185791,0.8597217798233032,0.8597217798233032,0.8597217798233032,0.7379840374586877,0.7379840374586877,0.7379840374586877,6.839504241943359,6.839504241943359,6.839504241943359,4.0392961502075195,4.0392961502075195,4.0392961502075195,0.06292038410902023,0.06292038410902023,0.06292038410902023,MoscowRaceway,real,1.3862031003381545,351.0570822341889,204.26185671500147,0.0931203092077848,0.0038961038961038957,0.0,0.0,0.0,-0.007121956538715407,0.0,0.019232729300709087
42,0.02934500086121261,-0.21654367446899414,0.22184857726097107,0.0819742368767038,0.004840312525629997,0.15053585171699524,0.10402729094494134,0.01945537142455578,0.3862302303314209,-1.0938554480671883,-1.0983176231384277,-1.0891972780227661,0.058928887359797955,0.0,0.13810370862483978,0.7773114666342735,0.24264708161354065,1.551024317741394,0.7791334986686707,0.5833333730697632,0.9049471020698547,26.77101057767868,7.724542617797852,78.12484741210938,1.8390552196651697,0.34050577878952026,4.237854957580566,0.04679746029432863,0.0,0.08189821988344193,0.0,0.0,0.0,0.07892259187065065,0.0,0.13333334028720856,0.0,0.0,0.0,1.0,1.0,1.0,0.11313062793371464,0.11313062793371464,0.11313062793371464,6.419736981391907,5.968334197998047,6.9250078201293945,296.65252685546875,296.65252685546875,296.65252685546875,0.9005391597747803,0.9005391597747803,0.9005391597747803,0.8850898146629333,0.8850898146629333,0.8850898146629333,0.797058038021774,0.797058038021774,0.797058038021774,7.385153293609619,7.385153293609619,7.385153293609619,4.375041961669922,4.375041961669922,4.375041961669922,0.05753665417432785,0.05753665417432785,0.05753665417432785,MoscowRaceway,real,1.5624239684105201,334.33199339910186,232.1594320546689,0.09681228061910285,0.004761904761904761,-0.0010822510822510823,0.0,0.0,-0.008587414047225203,0.0,0.021226107682183665
